any,municipi,concepte,estat,valor
2022,Talamanca,treballadors de baixa qualificació (%),.., 
2022,Talamanca,població amb estudis baixos (%),,5.7
2022,Talamanca,població jove sense estudis postobligatoris (%),.., 
2022,Talamanca,estrangers de països de renda baixa o mitjana (%),,0.9
2022,Talamanca,renda mitjana per persona (€),,16441
2022,Talarn,població ocupada (%),,37.1
2022,Talarn,treballadors de baixa qualificació (%),.., 
2022,Talarn,població amb estudis baixos (%),,11.1
2022,Talarn,població jove sense estudis postobligatoris (%),,5.4
2022,Talarn,estrangers de països de renda baixa o mitjana (%),,6.2
2022,Talarn,renda mitjana per persona (€),,15335
2022,Talavera,població ocupada (%),,78.3
2022,Talavera,treballadors de baixa qualificació (%),.., 
2022,Talavera,població amb estudis baixos (%),,9.3
2022,Talavera,població jove sense estudis postobligatoris (%),.., 
2022,Talavera,estrangers de països de renda baixa o mitjana (%),,2
2022,Talavera,renda mitjana per persona (€),,15085
2022,"Tallada d'Empordà, la",població ocupada (%),,71.8
2022,"Tallada d'Empordà, la",treballadors de baixa qualificació (%),.., 
2022,"Tallada d'Empordà, la",població amb estudis baixos (%),,8.4
2022,"Tallada d'Empordà, la",població jove sense estudis postobligatoris (%),.., 
2022,"Tallada d'Empordà, la",estrangers de països de renda baixa o mitjana (%),,4
2022,"Tallada d'Empordà, la",renda mitjana per persona (€),,18345
2022,Taradell,població ocupada (%),,74.8
2022,Taradell,treballadors de baixa qualificació (%),,12.9
2022,Taradell,població amb estudis baixos (%),,11.6
2022,Taradell,població jove sense estudis postobligatoris (%),,21.3
2022,Taradell,estrangers de països de renda baixa o mitjana (%),,6.3
2022,Taradell,renda mitjana per persona (€),,17281
2022,Tarragona,població ocupada (%),,61.5
2022,Tarragona,treballadors de baixa qualificació (%),,10.9
2022,Tarragona,població amb estudis baixos (%),,14.1
2022,Tarragona,població jove sense estudis postobligatoris (%),,26.9
2022,Tarragona,estrangers de països de renda baixa o mitjana (%),,16.2
2022,Tarragona,renda mitjana per persona (€),,15029
2022,Tàrrega,població ocupada (%),,67.9
2022,Tàrrega,treballadors de baixa qualificació (%),,15.3
2022,Tàrrega,població amb estudis baixos (%),,12.9
2022,Tàrrega,població jove sense estudis postobligatoris (%),,27.1
2022,Tàrrega,estrangers de països de renda baixa o mitjana (%),,21.6
2022,Tàrrega,renda mitjana per persona (€),,13027
2022,Tarrés,població ocupada (%),,68.2
2022,Tarrés,treballadors de baixa qualificació (%),.., 
2022,Tarrés,població amb estudis baixos (%),,6.2
2022,Tarrés,població jove sense estudis postobligatoris (%),.., 
2022,Tarrés,estrangers de països de renda baixa o mitjana (%),,0.9
2022,Tarrés,renda mitjana per persona (€),,14353
2022,Tarroja de Segarra,població ocupada (%),,80.1
2022,Tarroja de Segarra,treballadors de baixa qualificació (%),.., 
2022,Tarroja de Segarra,població amb estudis baixos (%),,10.2
2022,Tarroja de Segarra,població jove sense estudis postobligatoris (%),.., 
2022,Tarroja de Segarra,estrangers de països de renda baixa o mitjana (%),,3.4
2022,Tarroja de Segarra,renda mitjana per persona (€),,13687
2022,Tavèrnoles,població ocupada (%),,83.3
2022,Tavèrnoles,treballadors de baixa qualificació (%),.., 
2022,Tavèrnoles,població amb estudis baixos (%),,4.6
2022,Tavèrnoles,població jove sense estudis postobligatoris (%),.., 
2022,Tavèrnoles,estrangers de països de renda baixa o mitjana (%),,1.8
2022,Tavèrnoles,renda mitjana per persona (€),,20150
2022,Tavertet,població ocupada (%),,72.2
2022,Tavertet,treballadors de baixa qualificació (%),.., 
2022,Tavertet,població amb estudis baixos (%),,6.5
2022,Tavertet,població jove sense estudis postobligatoris (%),.., 
2022,Tavertet,estrangers de països de renda baixa o mitjana (%),,4.3
2022,Tavertet,renda mitjana per persona (€),,17427
2022,Teià,població ocupada (%),,69.4
2022,Teià,treballadors de baixa qualificació (%),,4.8
2022,Teià,població amb estudis baixos (%),,7.5
2022,Teià,població jove sense estudis postobligatoris (%),,9.6
2022,Teià,estrangers de països de renda baixa o mitjana (%),,4.6
2022,Teià,renda mitjana per persona (€),,21721
2022,Térmens,població ocupada (%),,71
2022,Térmens,treballadors de baixa qualificació (%),,18
2022,Térmens,població amb estudis baixos (%),,16.8
2022,Térmens,població jove sense estudis postobligatoris (%),,27
2022,Térmens,estrangers de països de renda baixa o mitjana (%),,12.6
2022,Térmens,renda mitjana per persona (€),,14150
2022,Terrades,població ocupada (%),,66
2022,Terrades,treballadors de baixa qualificació (%),.., 
2022,Terrades,població amb estudis baixos (%),,10.8
2022,Terrades,població jove sense estudis postobligatoris (%),.., 
2022,Terrades,estrangers de països de renda baixa o mitjana (%),,6
2022,Terrades,renda mitjana per persona (€),,15018
2022,Terrassa,població ocupada (%),,66.4
2022,Terrassa,treballadors de baixa qualificació (%),,11.9
2022,Terrassa,població amb estudis baixos (%),,14.7
2022,Terrassa,població jove sense estudis postobligatoris (%),,27.2
2022,Terrassa,estrangers de països de renda baixa o mitjana (%),,12.2
2022,Terrassa,renda mitjana per persona (€),,14513
2022,Tiana,població ocupada (%),,75.7
2022,Tiana,treballadors de baixa qualificació (%),,4.4
2022,Tiana,població amb estudis baixos (%),,6.4
2022,Tiana,població jove sense estudis postobligatoris (%),,9.5
2022,Tiana,estrangers de països de renda baixa o mitjana (%),,2.8
2022,Tiana,renda mitjana per persona (€),,21860
2022,Tírvia,població ocupada (%),,66.8
2022,Tírvia,treballadors de baixa qualificació (%),.., 
2022,Tírvia,població amb estudis baixos (%),,13
2022,Tírvia,població jove sense estudis postobligatoris (%),.., 
2022,Tírvia,estrangers de països de renda baixa o mitjana (%),,2.3
2022,Tírvia,renda mitjana per persona (€),,12790
2022,Tiurana,població ocupada (%),,85.2
2022,Tiurana,treballadors de baixa qualificació (%),.., 
2022,Tiurana,població amb estudis baixos (%),,9.5
2022,Tiurana,població jove sense estudis postobligatoris (%),.., 
2022,Tiurana,estrangers de països de renda baixa o mitjana (%),,2.8
2022,Tiurana,renda mitjana per persona (€),.., 
2022,Tivenys,població ocupada (%),,63.5
2022,Tivenys,treballadors de baixa qualificació (%),.., 
2022,Tivenys,població amb estudis baixos (%),,20.8
2022,Tivenys,població jove sense estudis postobligatoris (%),,32.2
2022,Tivenys,estrangers de països de renda baixa o mitjana (%),,12.3
2022,Tivenys,renda mitjana per persona (€),,12454
2022,Tivissa,població ocupada (%),,64.2
2022,Tivissa,treballadors de baixa qualificació (%),,14.9
2022,Tivissa,població amb estudis baixos (%),,16.4
2022,Tivissa,població jove sense estudis postobligatoris (%),,23.5
2022,Tivissa,estrangers de països de renda baixa o mitjana (%),,5.9
2022,Tivissa,renda mitjana per persona (€),,13128
2022,Tona,població ocupada (%),,74.6
2022,Tona,treballadors de baixa qualificació (%),,14.4
2022,Tona,població amb estudis baixos (%),,13.2
2022,Tona,població jove sense estudis postobligatoris (%),,23.5
2022,Tona,estrangers de països de renda baixa o mitjana (%),,7.5
2022,Tona,renda mitjana per persona (€),,16106
2022,Torà,població ocupada (%),,74.3
2022,Torà,treballadors de baixa qualificació (%),,14.4
2022,Torà,població amb estudis baixos (%),,15
2022,Torà,població jove sense estudis postobligatoris (%),,25.4
2022,Torà,estrangers de països de renda baixa o mitjana (%),,15.5
2022,Torà,renda mitjana per persona (€),,14989
2022,Tordera,població ocupada (%),,62.7
2022,Tordera,treballadors de baixa qualificació (%),,16.4
2022,Tordera,població amb estudis baixos (%),,14.2
2022,Tordera,població jove sense estudis postobligatoris (%),,36.6
2022,Tordera,estrangers de països de renda baixa o mitjana (%),,7.5
2022,Tordera,renda mitjana per persona (€),,12697
2022,Torelló,població ocupada (%),,70.8
2022,Torelló,treballadors de baixa qualificació (%),,19.6
2022,Torelló,població amb estudis baixos (%),,16.5
2022,Torelló,població jove sense estudis postobligatoris (%),,30
2022,Torelló,estrangers de països de renda baixa o mitjana (%),,14.1
2022,Torelló,renda mitjana per persona (€),,15223
2022,"Torms, els",població ocupada (%),,74.2
2022,"Torms, els",treballadors de baixa qualificació (%),.., 
2022,"Torms, els",població amb estudis baixos (%),,11.5
2022,"Torms, els",població jove sense estudis postobligatoris (%),.., 
2022,"Torms, els",estrangers de països de renda baixa o mitjana (%),,2
2022,"Torms, els",renda mitjana per persona (€),,12816
2022,Tornabous,població ocupada (%),,68.3
2022,Tornabous,treballadors de baixa qualificació (%),.., 
2022,Tornabous,població amb estudis baixos (%),,19.2
2022,Tornabous,població jove sense estudis postobligatoris (%),,40.1
2022,Tornabous,estrangers de països de renda baixa o mitjana (%),,24.7
2022,Tornabous,renda mitjana per persona (€),,12621
2022,"Torre de Cabdella, la",població ocupada (%),,72.2
2022,"Torre de Cabdella, la",treballadors de baixa qualificació (%),.., 
2022,"Torre de Cabdella, la",població amb estudis baixos (%),,11.1
2022,"Torre de Cabdella, la",població jove sense estudis postobligatoris (%),,8.8
2022,"Torre de Cabdella, la",estrangers de països de renda baixa o mitjana (%),,3.3
2022,"Torre de Cabdella, la",renda mitjana per persona (€),,20097
2022,"Torre de Claramunt, la",població ocupada (%),,65
2022,"Torre de Claramunt, la",treballadors de baixa qualificació (%),,10
2022,"Torre de Claramunt, la",població amb estudis baixos (%),,11.9
2022,"Torre de Claramunt, la",població jove sense estudis postobligatoris (%),,31.7
2022,"Torre de Claramunt, la",estrangers de països de renda baixa o mitjana (%),,2.2
2022,"Torre de Claramunt, la",renda mitjana per persona (€),,13663
2022,"Torre de Fontaubella, la",població ocupada (%),,74.3
2022,"Torre de Fontaubella, la",treballadors de baixa qualificació (%),.., 
2022,"Torre de Fontaubella, la",població amb estudis baixos (%),,15.7
2022,"Torre de Fontaubella, la",població jove sense estudis postobligatoris (%),.., 
2022,"Torre de Fontaubella, la",estrangers de països de renda baixa o mitjana (%),,0
2022,"Torre de Fontaubella, la",renda mitjana per persona (€),,15251
2022,"Torre de l'Espanyol, la",població ocupada (%),,58.4
2022,"Torre de l'Espanyol, la",treballadors de baixa qualificació (%),.., 
2022,"Torre de l'Espanyol, la",població amb estudis baixos (%),,17.2
2022,"Torre de l'Espanyol, la",població jove sense estudis postobligatoris (%),,33
2022,"Torre de l'Espanyol, la",estrangers de països de renda baixa o mitjana (%),,17
2022,"Torre de l'Espanyol, la",renda mitjana per persona (€),,12127
2022,Torrebesses,població ocupada (%),,78.7
2022,Torrebesses,treballadors de baixa qualificació (%),.., 
2022,Torrebesses,població amb estudis baixos (%),,17.6
2022,Torrebesses,població jove sense estudis postobligatoris (%),.., 
2022,Torrebesses,estrangers de països de renda baixa o mitjana (%),,8.3
2022,Torrebesses,renda mitjana per persona (€),,12840
2022,Torredembarra,població ocupada (%),,61.5
2022,Torredembarra,treballadors de baixa qualificació (%),,11.6
2022,Torredembarra,població amb estudis baixos (%),,14.8
2022,Torredembarra,població jove sense estudis postobligatoris (%),,29.5
2022,Torredembarra,estrangers de països de renda baixa o mitjana (%),,13.8
2022,Torredembarra,renda mitjana per persona (€),,13559
2022,Torrefarrera,població ocupada (%),,73.8
2022,Torrefarrera,treballadors de baixa qualificació (%),,9
2022,Torrefarrera,població amb estudis baixos (%),,11.8
2022,Torrefarrera,població jove sense estudis postobligatoris (%),,25.9
2022,Torrefarrera,estrangers de països de renda baixa o mitjana (%),,12.8
2022,Torrefarrera,renda mitjana per persona (€),,15436
2022,Torrefeta i Florejacs,població ocupada (%),,75.4
2022,Torrefeta i Florejacs,treballadors de baixa qualificació (%),.., 
2022,Torrefeta i Florejacs,població amb estudis baixos (%),,7.4
2022,Torrefeta i Florejacs,població jove sense estudis postobligatoris (%),,17.5
2022,Torrefeta i Florejacs,estrangers de països de renda baixa o mitjana (%),,7.9
2022,Torrefeta i Florejacs,renda mitjana per persona (€),,14547
2022,Torregrossa,població ocupada (%),,69.4
2022,Torregrossa,treballadors de baixa qualificació (%),,25.8
2022,Torregrossa,població amb estudis baixos (%),,22.6
2022,Torregrossa,població jove sense estudis postobligatoris (%),,33
2022,Torregrossa,estrangers de països de renda baixa o mitjana (%),,17.8
2022,Torregrossa,renda mitjana per persona (€),,13022
2022,Torrelameu,població ocupada (%),,65.6
2022,Torrelameu,treballadors de baixa qualificació (%),.., 
2022,Torrelameu,població amb estudis baixos (%),,19
2022,Torrelameu,població jove sense estudis postobligatoris (%),,29.5
2022,Torrelameu,estrangers de països de renda baixa o mitjana (%),,24.8
2022,Torrelameu,renda mitjana per persona (€),,13655
2022,Torrelavit,població ocupada (%),,74
2022,Torrelavit,treballadors de baixa qualificació (%),,10.4
2022,Torrelavit,població amb estudis baixos (%),,11.8
2022,Torrelavit,població jove sense estudis postobligatoris (%),,23
2022,Torrelavit,estrangers de països de renda baixa o mitjana (%),,5.6
2022,Torrelavit,renda mitjana per persona (€),,16006
2022,Torrelles de Foix,població ocupada (%),,55.8
2022,Torrelles de Foix,treballadors de baixa qualificació (%),,18.2
2022,Torrelles de Foix,població amb estudis baixos (%),,13.9
2022,Torrelles de Foix,població jove sense estudis postobligatoris (%),,40.2
2022,Torrelles de Foix,estrangers de països de renda baixa o mitjana (%),,10.9
2022,Torrelles de Foix,renda mitjana per persona (€),,11678
2022,Torrelles de Llobregat,població ocupada (%),,74.7
2022,Torrelles de Llobregat,treballadors de baixa qualificació (%),,6.4
2022,Torrelles de Llobregat,població amb estudis baixos (%),,7.9
2022,Torrelles de Llobregat,població jove sense estudis postobligatoris (%),,13.6
2022,Torrelles de Llobregat,estrangers de països de renda baixa o mitjana (%),,3.4
2022,Torrelles de Llobregat,renda mitjana per persona (€),,17407
2022,Torrent,població ocupada (%),,70.2
2022,Torrent,treballadors de baixa qualificació (%),.., 
2022,Torrent,població amb estudis baixos (%),,11.7
2022,Torrent,població jove sense estudis postobligatoris (%),.., 
2022,Torrent,estrangers de països de renda baixa o mitjana (%),,7.1
2022,Torrent,renda mitjana per persona (€),,18370
2022,Torres de Segre,població ocupada (%),,67.3
2022,Torres de Segre,treballadors de baixa qualificació (%),,28.3
2022,Torres de Segre,població amb estudis baixos (%),,17.5
2022,Torres de Segre,població jove sense estudis postobligatoris (%),,47.6
2022,Torres de Segre,estrangers de països de renda baixa o mitjana (%),,27.8
2022,Torres de Segre,renda mitjana per persona (€),,12694
2022,Torre-serona,població ocupada (%),,69.6
2022,Torre-serona,treballadors de baixa qualificació (%),.., 
2022,Torre-serona,població amb estudis baixos (%),,14.3
2022,Torre-serona,població jove sense estudis postobligatoris (%),.., 
2022,Torre-serona,estrangers de països de renda baixa o mitjana (%),,13.9
2022,Torre-serona,renda mitjana per persona (€),,15508
2022,Torroella de Fluvià,població ocupada (%),,68.8
2022,Torroella de Fluvià,treballadors de baixa qualificació (%),.., 
2022,Torroella de Fluvià,població amb estudis baixos (%),,7.7
2022,Torroella de Fluvià,població jove sense estudis postobligatoris (%),,28.4
2022,Torroella de Fluvià,estrangers de països de renda baixa o mitjana (%),,12.2
2022,Torroella de Fluvià,renda mitjana per persona (€),,14166
2022,Torroella de Montgrí,població ocupada (%),,64.6
2022,Torroella de Montgrí,treballadors de baixa qualificació (%),,16.6
2022,Torroella de Montgrí,població amb estudis baixos (%),,15.8
